feat_set,n,A,B,C,D,E
glucose_only,15671,85.72522493778317,13.942951949460788,0.12762427413694086,0.19781762491225832,0.006381213706847042
clinical,15671,85.648650373301,14.019526513942951,0.12124306043009381,0.2105800523259524,0.0
clinical_accel,10437,77.87678451662354,21.260898725687458,0.3161828111526301,0.5365526492287056,0.009581297307655456
glucose_accel,10437,78.07799176008432,21.08843537414966,0.3066015138449746,0.5173900546133946,0.009581297307655456
