test_patient,cohort,mode,horizon,model,rmse,mae,zone_a,epochs
570,2018,per_patient_scaled,30min,TCN,21.569961547851562,14.9276762008667,87.39330269205516,13.0
570,2018,per_patient_scaled,30min,Transformer,18.59790802001953,12.941405296325684,91.07025607353907,63.0
570,2018,per_patient_scaled,45min,RF,26.053699290138407,19.00262840717755,83.06704603487269,
570,2018,per_patient_scaled,45min,LSTM,25.158498764038086,18.192188262939453,84.21244619537462,38.0
570,2018,per_patient_scaled,45min,Autoencoder,26.23039436340332,19.10847282409668,83.12541037426132,40.0
570,2018,per_patient_scaled,45min,TCN,29.83207130432129,22.641748428344727,79.16393083825783,13.0
570,2018,per_patient_scaled,45min,Transformer,24.48024559020996,17.640592575073242,84.84715838622601,63.0
575,2018,per_patient_scaled,15min,RF,14.885108766509596,8.491459690445065,95.64283735106677,
575,2018,per_patient_scaled,15min,LSTM,14.529352188110352,8.337566375732422,95.6082017179274,34.0
575,2018,per_patient_scaled,15min,Autoencoder,14.605205535888672,8.547941207885742,95.38653366583542,58.0
575,2018,per_patient_scaled,15min,TCN,18.778270721435547,9.57077693939209,94.66611249653644,16.0
575,2018,per_patient_scaled,15min,Transformer,15.353250503540039,8.83051872253418,95.23413688002216,39.0
575,2018,per_patient_scaled,30min,RF,23.94804231895981,15.578616461804158,83.89443059019119,
575,2018,per_patient_scaled,30min,LSTM,23.10901641845703,14.943357467651367,84.91964533111666,34.0
575,2018,per_patient_scaled,30min,Autoencoder,23.046630859375,15.056534767150879,85.24522028262676,58.0
575,2018,per_patient_scaled,30min,TCN,25.938671112060547,17.378252029418945,78.85148240509837,16.0
575,2018,per_patient_scaled,30min,Transformer,24.303173065185547,15.802623748779297,83.33333333333333,39.0
575,2018,per_patient_scaled,45min,RF,31.77636201048395,22.094290504214353,70.10252147409254,
575,2018,per_patient_scaled,45min,LSTM,30.675546646118164,21.139127731323242,73.17816569686894,34.0
575,2018,per_patient_scaled,45min,Autoencoder,30.50524139404297,21.17570686340332,73.19894707675256,58.0
575,2018,per_patient_scaled,45min,TCN,34.022865295410156,24.50741195678711,64.71321695760598,16.0
575,2018,per_patient_scaled,45min,Transformer,32.11391830444336,22.118322372436523,71.82737600443336,39.0
588,2018,per_patient_scaled,15min,RF,14.259157109292296,9.053484013544585,95.87307767179287,
588,2018,per_patient_scaled,15min,LSTM,13.08108901977539,8.744267463684082,96.17156576471352,35.0
588,2018,per_patient_scaled,15min,Autoencoder,13.232242584228516,8.99259090423584,95.88605541496334,48.0
588,2018,per_patient_scaled,15min,TCN,13.488545417785645,9.113578796386719,95.72383362533256,18.0
588,2018,per_patient_scaled,15min,Transformer,13.586465835571289,9.121024131774902,95.62001167996885,62.0
588,2018,per_patient_scaled,30min,RF,22.423796124746016,15.6641579625125,86.30199208357666,
588,2018,per_patient_scaled,30min,LSTM,21.376588821411133,15.068205833435059,87.30127830770229,35.0
588,2018,per_patient_scaled,30min,Autoencoder,21.403047561645508,15.159964561462402,87.30127830770229,48.0
588,2018,per_patient_scaled,30min,TCN,22.422138214111328,16.235214233398438,85.08208422555317,18.0
588,2018,per_patient_scaled,30min,Transformer,21.9263973236084,15.388744354248047,86.87950165466225,62.0
588,2018,per_patient_scaled,45min,RF,28.496070607507068,20.680319564868896,78.11952501459996,
588,2018,per_patient_scaled,45min,LSTM,27.487401962280273,19.966169357299805,79.54058789176563,35.0
588,2018,per_patient_scaled,45min,Autoencoder,27.497758865356445,20.057029724121094,79.12530011031082,48.0
588,2018,per_patient_scaled,45min,TCN,29.198461532592773,21.89202117919922,75.99766400622931,18.0
588,2018,per_patient_scaled,45min,Transformer,28.066314697265625,20.274263381958008,79.0993446239699,62.0
591,2018,per_patient_scaled,15min,RF,15.840313046011794,9.658359626707453,93.86177964230515,
